Abrangência;Localidade;Localidade;Casos Confirmados - Acumulado;Casos Confirmados - Novos;Casos Confirmados - Incremento;Casos Confirmados - Incidência*;Casos Confirmados - Em acompanhamento;Casos Confirmados - Recuperados;Óbitos Confirmados - Acumulado;Óbitos Confirmados - Novos;Óbitos Confirmados - Incremento;Óbitos Confirmados - Mortalidade*;Óbitos Confirmados - Letalidade
Município;313430;Itumirim;232;0;0;3851.9;0;0;6;0;0;99.62;2.59
Município;313440;Iturama;4990;19;0.38;12709.17;0;0;199;2;1.02;506.84;3.99
Município;313450;Itutinga;139;3;2.21;3669.48;0;0;2;0;0;52.8;1.44
Município;313460;Jaboticatubas;1603;9;0.56;7958.1;0;0;36;0;0;178.72;2.25
Município;313470;Jacinto;990;5;0.51;8031.8;0;0;18;0;0;146.03;1.82
Município;313480;Jacuí;847;15;1.8;11020.04;0;0;25;2;8.7;325.27;2.95
Município;313490;Jacutinga;2194;102;4.88;8445.28;0;0;40;0;0;153.97;1.82
Município;313500;Jaguaraçu;416;0;0;13278.01;0;0;12;0;0;383.02;2.88
Município;313505;Jaíba;2152;0;0;5530.85;0;0;42;0;0;107.94;1.95
Município;313507;Jampruca;243;0;0;4496.67;0;0;5;0;0;92.52;2.06
Município;313510;Janaúba;4673;9;0.19;6522.16;0;0;116;0;0;161.9;2.48
Município;313520;Januária;2701;0;0;3987.19;0;0;59;0;0;87.1;2.18
Município;313530;Japaraíba;330;10;3.12;7586.21;0;0;6;0;0;137.93;1.82
Município;313535;Japonvar;289;4;1.4;3626.55;0;0;3;0;0;37.65;1.04
Município;313540;Jeceaba;343;9;2.69;6982.9;0;0;7;0;0;142.51;2.04
Município;313545;Jenipapo de Minas;164;0;0;2132.09;0;0;5;0;0;65;3.05
Município;313550;Jequeri;603;1;0.17;4868.4;0;0;18;0;0;145.33;2.99
Município;313560;Jequitaí;322;1;0.31;4275.66;0;0;9;0;0;119.51;2.8
Município;313570;Jequitibá;368;1;0.27;7061.98;0;0;7;0;0;134.33;1.9
Município;313580;Jequitinhonha;1515;46;3.13;5966.68;0;0;15;0;0;59.08;0.99
Município;313590;Jesuânia;245;0;0;5118.03;0;0;8;0;0;167.12;3.27
Município;313600;Joaíma;1120;0;0;7257.65;0;0;31;0;0;200.88;2.77
Município;313610;Joanésia;376;0;0;8222.17;0;0;16;1;6.67;349.88;4.26
Município;313620;João Monlevade;7951;25;0.32;9949.94;0;0;199;0;0;249.03;2.5
Município;313630;João Pinheiro;4305;62;1.46;9072.33;0;0;83;4;5.06;174.91;1.93
Município;313640;Joaquim Felício;280;0;0;5963.79;0;0;4;0;0;85.2;1.43
Município;313650;Jordânia;934;0;0;8638.55;0;0;13;0;0;120.24;1.39
Município;313652;José Gonçalves de Minas;74;0;0;1644.08;0;0;0;0;0;0;0
Município;313657;Josenópolis;414;0;0;8506.27;0;0;3;0;0;61.64;0.72
Município;313655;José Raydan;253;0;0;5065.07;0;0;1;0;0;20.02;0.4
Município;313665;Juatuba;2641;4;0.15;9801.08;0;0;75;0;0;278.33;2.84
Município;313670;Juiz de Fora;36906;668;1.84;6487.56;0;0;1.746;1;0.06;306.92;4.73
Município;313680;Juramento;171;2;1.18;3948.28;0;0;2;0;0;46.18;1.17
Município;313690;Juruaia;1101;5;0.46;10423.18;0;0;14;0;0;132.54;1.27
Município;313695;Juvenília;430;0;0;7512.23;0;0;4;0;0;69.88;0.93
Município;313700;Ladainha;318;2;0.63;1755.84;0;0;6;0;0;33.13;1.89
Município;313710;Lagamar;380;1;0.26;4991.46;0;0;12;1;9.09;157.63;3.16
Município;313720;Lagoa da Prata;6602;0;0;12656;0;0;129;0;0;247.29;1.95
Município;313730;Lagoa dos Patos;71;3;4.41;1730.86;0;0;2;0;0;48.76;2.82
Município;313740;Lagoa Dourada;773;1;0.13;5942.04;0;0;13;0;0;99.93;1.68
Município;313750;Lagoa Formosa;1881;0;0;10419.9;0;0;56;0;0;310.21;2.98
Município;313753;Lagoa Grande;801;0;0;8403.27;0;0;30;0;0;314.73;3.75
Município;313760;Lagoa Santa;5397;15;0.28;8363.94;0;0;111;0;0;172.02;2.06
Município;313770;Lajinha;2392;27;1.14;12006.22;0;0;38;1;2.7;190.73;1.59
Município;313780;Lambari;1593;8;0.5;7653.5;0;0;35;0;0;168.16;2.2
Município;313790;Lamim;109;0;0;3214.39;0;0;3;0;0;88.47;2.75
Município;313800;Laranjal;640;2;0.31;9397.94;0;0;19;0;0;279;2.97
Município;313810;Lassance;398;1;0.25;6111.79;0;0;5;0;0;76.78;1.26
Município;313820;Lavras;7511;47;0.63;7237.91;0;0;126;0;0;121.42;1.68
Município;313830;Leandro Ferreira;256;0;0;7928.15;0;0;7;1;16.67;216.79;2.73
Município;313835;Leme do Prado;159;0;0;3233.02;0;0;3;0;0;61;1.89
Município;313840;Leopoldina;5050;32;0.64;9603.13;0;0;130;5;4;247.21;2.57
Município;313850;Liberdade;216;1;0.47;4261.2;0;0;6;0;0;118.37;2.78
Município;313860;Lima Duarte;830;3;0.36;4970.66;0;0;48;0;0;287.46;5.78
Município;313862;Limeira do Oeste;1033;16;1.57;13707.54;0;0;28;0;0;371.55;2.71
Município;313865;Lontra;587;0;0;6075.98;0;0;9;0;0;93.16;1.53
Município;313867;Luisburgo;345;5;1.47;5505.9;0;0;14;0;0;223.43;4.06
Município;313868;Luislândia;156;0;0;2328.71;0;0;2;0;0;29.86;1.28
Município;313870;Luminárias;278;5;1.83;5104.66;0;0;7;0;0;128.53;2.52
Município;313880;Luz;1574;9;0.58;8641.23;0;0;32;0;0;175.68;2.03
Município;313890;Machacalis;588;0;0;8268.88;0;0;9;0;0;126.56;1.53
Município;313900;Machado;4008;10;0.25;9512.73;0;0;60;6;11.11;142.41;1.5
Município;313910;Madre de Deus de Minas;527;2;0.38;10337.39;0;0;11;0;0;215.77;2.09
Município;313920;Malacacheta;1325;8;0.61;7104.56;0;0;20;0;0;107.24;1.51
Município;313925;Mamonas;338;0;0;5165.83;0;0;5;0;0;76.42;1.48
Município;313930;Manga;1404;0;0;7627.53;0;0;15;0;0;81.49;1.07
Município;313940;Manhuaçu;6439;90;1.42;7136.29;0;0;182;0;0;201.71;2.83
Município;313950;Manhumirim;1730;24;1.41;7618.8;0;0;36;1;2.86;158.54;2.08
Município;313960;Mantena;3080;15;0.49;11141.66;0;0;76;0;0;274.92;2.47
Município;313970;Maravilhas;443;0;0;5554.16;0;0;4;0;0;50.15;0.9
Município;313980;Mar de Espanha;1107;0;0;8638.99;0;0;33;0;0;257.53;2.98
Município;313990;Maria da Fé;945;7;0.75;6704.51;0;0;35;0;0;248.32;3.7
Município;314000;Mariana;8265;0;0;13610.76;0;0;88;0;0;144.92;1.06
Município;314010;Marilac;291;0;0;7071.69;0;0;9;0;0;218.71;3.09
Município;314015;Mário Campos;1146;12;1.06;7433.83;0;0;44;0;0;285.42;3.84
Município;314020;Maripá de Minas;302;1;0.33;10158.09;0;0;9;0;0;302.72;2.98
Município;314030;Marliéria;353;5;1.44;8739.79;0;0;15;0;0;371.38;4.25
Município;314040;Marmelópolis;151;0;0;5480.94;0;0;3;1;50;108.89;1.99
Município;314050;Martinho Campos;1078;2;0.19;8051.99;0;0;29;0;0;216.61;2.69
Município;314053;Martins Soares;374;15;4.18;4443.39;0;0;10;0;0;118.81;2.67
Município;314055;Mata Verde;534;0;0;6219.43;0;0;8;0;0;93.17;1.5
Município;314060;Materlândia;185;6;3.35;4148.91;0;0;1;0;0;22.43;0.54
Município;314070;Mateus Leme;2424;5;0.21;7797.72;0;0;75;0;0;241.27;3.09
Município;317150;Mathias Lobato;295;0;0;9210.12;0;0;11;0;0;343.43;3.73
Município;314080;Matias Barbosa;1748;14;0.81;12081.84;0;0;45;0;0;311.03;2.57
Município;314085;Matias Cardoso;261;5;1.95;2339.34;0;0;9;0;0;80.67;3.45
Município;314090;Matipó;1218;0;0;6441.72;0;0;23;0;0;121.64;1.89
Município;314100;Mato Verde;946;0;0;7592.9;0;0;12;0;0;96.32;1.27
Município;314110;Matozinhos;3354;40;1.21;8868.32;0;0;89;0;0;235.33;2.65
Município;314120;Matutina;156;0;0;4161.11;0;0;5;0;0;133.37;3.21
Município;314130;Medeiros;221;0;0;5812.73;0;0;2;0;0;52.6;0.9
Município;314140;Medina;1035;3;0.29;4971.18;0;0;21;0;0;100.86;2.03
Município;314150;Mendes Pimentel;733;0;0;11371.39;0;0;9;0;0;139.62;1.23
Município;314160;Mercês;465;0;0;4330.01;0;0;19;0;0;176.93;4.09
Município;314170;Mesquita;397;1;0.25;7082.96;0;0;4;0;0;71.36;1.01
Município;314180;Minas Novas;785;0;0;2493.33;0;0;23;0;0;73.05;2.93
Município;314190;Minduri;175;1;0.57;4494.09;0;0;7;1;16.67;179.76;4
Município;314200;Mirabela;662;5;0.76;4871.59;0;0;12;0;0;88.31;1.81
Município;314210;Miradouro;766;4;0.52;7122.93;0;0;10;0;0;92.99;1.31
Município;314220;Miraí;1565;0;0;10423.6;0;0;15;0;0;99.91;0.96
Município;314225;Miravânia;10;0;0;204.58;0;0;1;0;0;20.46;10
Município;314230;Moeda;317;0;0;6444.4;0;0;10;0;0;203.29;3.15
Município;314240;Moema;850;0;0;11307.7;0;0;10;0;0;133.03;1.18
Município;314250;Monjolos;63;0;0;2837.84;0;0;2;0;0;90.09;3.17
Município;314260;Monsenhor Paulo;466;2;0.43;5363.72;0;0;5;0;0;57.55;1.07
Município;314270;Montalvânia;1149;0;0;7723.33;0;0;18;0;0;120.99;1.57
Município;314280;Monte Alegre de Minas;1624;3;0.19;7689.39;0;0;38;1;2.7;179.92;2.34
Município;314290;Monte Azul;1231;2;0.16;5902.94;0;0;28;0;0;134.27;2.27
Município;314300;Monte Belo;1055;9;0.86;8013.06;0;0;27;0;0;205.07;2.56
Município;314310;Monte Carmelo;4453;11;0.25;9314.15;0;0;165;0;0;345.12;3.71
Município;314315;Monte Formoso;376;12;3.3;7664.08;0;0;6;0;0;122.3;1.6
Município;314320;Monte Santo de Minas;1228;5;0.41;5705.26;0;0;43;0;0;199.78;3.5
Município;314330;Montes Claros;37685;99;0.26;9206.26;0;0;870;2;0.23;212.54;2.31
Município;314340;Monte Sião;2507;0;0;10532.29;0;0;32;0;0;134.44;1.28
Município;314345;Montezuma;114;0;0;1381.99;0;0;4;0;0;48.49;3.51
Município;314350;Morada Nova de Minas;576;0;0;6498.93;0;0;12;0;0;135.39;2.08
Município;314360;Morro da Garça;109;0;0;4427.29;0;0;9;0;0;365.56;8.26
Município;314370;Morro do Pilar;160;0;0;5028.28;0;0;4;0;0;125.71;2.5
Município;314380;Munhoz;554;0;0;9188.92;0;0;10;0;0;165.86;1.81
Município;314390;Muriaé;10320;41;0.4;9488.52;0;0;269;1;0.37;247.33;2.61
Município;314400;Mutum;1906;16;0.85;7064.75;0;0;29;0;0;107.49;1.52
Município;314410;Muzambinho;1560;0;0;7584.23;0;0;27;0;0;131.27;1.73
Município;314420;Nacip Raydan;182;2;1.11;5652.17;0;0;6;0;0;186.34;3.3
Município;314430;Nanuque;4038;18;0.45;9909.2;0;0;118;0;0;289.57;2.92
Município;314435;Naque;545;1;0.18;7790.17;0;0;20;0;0;285.88;3.67
Município;314437;Natalândia;179;1;0.56;5406.22;0;0;5;0;0;151.01;2.79
Município;314440;Natércia;391;9;2.36;8266.38;0;0;7;0;0;147.99;1.79
Município;314450;Nazareno;436;3;0.69;5065.06;0;0;8;0;0;92.94;1.83
Município;314460;Nepomuceno;2026;9;0.45;7568.46;0;0;36;0;0;134.48;1.78
Município;314465;Ninheira;260;0;0;2525.5;0;0;4;0;0;38.85;1.54
Município;314467;Nova Belém;383;0;0;12006.27;0;0;11;0;0;344.83;2.87
Município;314470;Nova Era;1830;1;0.05;10410.74;0;0;45;2;4.65;256;2.46
Município;314480;Nova Lima;16068;0;0;16933.47;0;0;198;0;0;208.66;1.23
Município;314490;Nova Módica;435;0;0;12083.33;0;0;16;0;0;444.44;3.68
Município;314500;Nova Ponte;1749;7;0.4;11251.21;0;0;22;0;0;141.52;1.26
Município;314505;Nova Porteirinha;400;7;1.78;5333.33;0;0;5;0;0;66.67;1.25
Município;314510;Nova Resende;1324;0;0;7917.24;0;0;24;1;4.35;143.51;1.81
Município;314520;Nova Serrana;5373;103;1.95;5232.1;0;0;164;0;0;159.7;3.05
Município;313660;Nova União;279;0;0;4873.36;0;0;5;0;0;87.34;1.79
Município;314530;Novo Cruzeiro;1562;8;0.51;4985.48;0;0;31;0;0;98.94;1.98
Município;314535;Novo Oriente de Minas;554;0;0;5151.09;0;0;16;0;0;148.77;2.89
Município;314537;Novorizonte;114;0;0;2151.35;0;0;3;0;0;56.61;2.63
Município;314540;Olaria;59;0;0;3377.22;0;0;1;0;0;57.24;1.69
Município;314545;Olhos-d'Água;136;0;0;2230.97;0;0;5;0;0;82.02;3.68
Município;314550;Olímpio Noronha;163;0;0;5848.58;0;0;3;0;0;107.64;1.84
Município;314560;Oliveira;4284;19;0.45;10276.59;0;0;58;0;0;139.13;1.35
Município;314570;Oliveira Fortes;99;2;2.06;4641.35;0;0;2;0;0;93.76;2.02
Município;314580;Onça de Pitangui;148;1;0.68;4701.4;0;0;5;0;0;158.83;3.38
Município;314585;Oratórios;324;0;0;6960.26;0;0;12;1;9.09;257.79;3.7
Município;314587;Orizânia;358;0;0;4464.95;0;0;10;0;0;124.72;2.79
Município;314590;Ouro Branco;4232;9;0.21;10713.92;0;0;48;0;0;121.52;1.13
Município;314600;Ouro Fino;2372;40;1.72;7051.34;0;0;61;0;0;181.34;2.57
Município;314610;Ouro Preto;5268;0;0;7091.99;0;0;106;2;1.92;142.7;2.01
Município;314620;Ouro Verde de Minas;324;0;0;5460.06;0;0;9;0;0;151.67;2.78
Município;314625;Padre Carvalho;267;0;0;4186.27;0;0;3;0;0;47.04;1.12
Município;314630;Padre Paraíso;1037;1;0.1;5145.38;0;0;26;0;0;129.01;2.51
Município;314640;Paineiras;194;0;0;4324.57;0;0;3;0;0;66.87;1.55
Município;314650;Pains;636;4;0.63;7678.38;0;0;7;0;0;84.51;1.1
Município;314655;Pai Pedro;140;0;0;2299.23;0;0;2;0;0;32.85;1.43
Município;314660;Paiva;61;0;0;3989.54;0;0;3;0;0;196.21;4.92
Município;314670;Palma;377;2;0.53;5698.31;0;0;12;0;0;181.38;3.18
Município;314675;Palmópolis;372;0;0;6755.04;0;0;11;0;0;199.75;2.96
Município;314690;Papagaios;1567;0;0;9997.45;0;0;8;0;0;51.04;0.51
Município;314700;Paracatu;9305;37;0.4;9988.41;0;0;222;0;0;238.3;2.39
Município;314710;Pará de Minas;5450;24;0.44;5799.79;0;0;195;1;0.52;207.52;3.58
Município;314720;Paraguaçu;1777;16;0.91;8260.12;0;0;34;1;3.03;158.04;1.91
Município;314730;Paraisópolis;1472;15;1.03;6981.93;0;0;47;0;0;222.93;3.19
Município;314740;Paraopeba;1800;14;0.78;7334.96;0;0;19;0;0;77.42;1.06
Município;314750;Passabém;91;1;1.11;5518.5;0;0;3;0;0;181.93;3.3
Município;314760;Passa Quatro;1617;6;0.37;9893.54;0;0;37;0;0;226.38;2.29
Município;314770;Passa Tempo;970;17;1.78;11999.01;0;0;5;1;25;61.85;0.52
Município;314780;Passa-Vinte;110;1;0.92;5394.8;0;0;3;0;0;147.13;2.73
Município;314790;Passos;9163;99;1.09;7990.13;0;0;260;0;0;226.72;2.84
Município;314795;Patis;248;0;0;4152.71;0;0;0;0;0;0;0
Município;314800;Patos de Minas;14904;59;0.4;9773.88;0;0;458;5;1.1;300.35;3.07
Município;314810;Patrocínio;8435;48;0.57;9294.05;0;0;222;0;0;244.61;2.63
Município;314820;Patrocínio do Muriaé;386;8;2.12;6790.99;0;0;7;0;0;123.15;1.81
Município;314830;Paula Cândido;363;0;0;3792.71;0;0;4;0;0;41.79;1.1
Município;314840;Paulistas;189;0;0;3913.04;0;0;2;0;0;41.41;1.06
Município;314850;Pavão;432;0;0;5112.43;0;0;9;0;0;106.51;2.08
Município;314860;Peçanha;747;3;0.4;4258.59;0;0;8;0;0;45.61;1.07
Município;314870;Pedra Azul;1371;15;1.11;5636.41;0;0;33;0;0;135.67;2.41
Município;314875;Pedra Bonita;372;4;1.09;5241.65;0;0;7;0;0;98.63;1.88
Município;314880;Pedra do Anta;136;0;0;4456.09;0;0;0;0;0;0;0
Município;314890;Pedra do Indaiá;284;0;0;7150.05;0;0;7;0;0;176.23;2.46
Município;314900;Pedra Dourada;160;0;0;6389.78;0;0;1;0;0;39.94;0.62
Município;314910;Pedralva;399;0;0;3564.09;0;0;11;0;0;98.26;2.76
Município;314915;Pedras de Maria da Cruz;194;0;0;1602.38;0;0;8;0;0;66.08;4.12
Município;314920;Pedrinópolis;407;1;0.25;11196.7;0;0;8;0;0;220.08;1.97
Município;314930;Pedro Leopoldo;5179;85;1.67;8059.7;0;0;161;1;0.62;250.55;3.11
Município;314940;Pedro Teixeira;25;0;0;1383.51;0;0;0;0;0;0;0
Município;314950;Pequeri;180;0;0;5421.69;0;0;5;0;0;150.6;2.78
Município;314960;Pequi;320;0;0;7262.82;0;0;8;0;0;181.57;2.5
Município;314970;Perdigão;1058;25;2.42;9195.2;0;0;12;0;0;104.29;1.13
Município;314980;Perdizes;1415;8;0.57;8751.86;0;0;21;0;0;129.89;1.48
Município;314990;Perdões;1653;0;0;7727.91;0;0;27;1;3.85;126.23;1.63
Município;314995;Periquito;600;1;0.17;8810.57;0;0;22;0;0;323.05;3.67
Município;315000;Pescador;389;0;0;9148.64;0;0;6;0;0;141.11;1.54
Município;315010;Piau;133;1;0.76;4839.88;0;0;12;0;0;436.68;9.02
Município;315015;Piedade de Caratinga;664;4;0.61;7751.58;0;0;21;0;0;245.16;3.16
Município;315020;Piedade de Ponte Nova;209;2;0.97;5048.31;0;0;8;0;0;193.24;3.83
Município;315030;Piedade do Rio Grande;365;2;0.55;8116.52;0;0;9;0;0;200.13;2.47
Município;315040;Piedade dos Gerais;83;0;0;1666;0;0;5;0;0;100.36;6.02
Município;315050;Pimenta;480;9;1.91;5542.73;0;0;11;0;0;127.02;2.29
Município;315053;Pingo-d'Água;279;5;1.82;5646.63;0;0;6;0;0;121.43;2.15
Município;315057;Pintópolis;97;0;0;1292.13;0;0;3;0;0;39.96;3.09
Município;315060;Piracema;117;0;0;1825.56;0;0;14;0;0;218.44;11.97
Município;315070;Pirajuba;656;2;0.31;10582.35;0;0;20;0;0;322.63;3.05
Município;315080;Piranga;534;1;0.19;3029.62;0;0;30;-1;-3.23;170.2;5.62
Município;315090;Piranguçu;401;3;0.75;7328.22;0;0;12;0;0;219.3;2.99
Município;315100;Piranguinho;879;0;0;10225.69;0;0;40;1;2.56;465.33;4.55
Município;315110;Pirapetinga;2266;3;0.13;21075.15;0;0;28;0;0;260.42;1.24
Município;315120;Pirapora;5405;41;0.76;9578.58;0;0;66;1;1.54;116.96;1.22
Município;315130;Piraúba;1479;0;0;13710.95;0;0;23;0;0;213.22;1.56
Município;315140;Pitangui;2144;9;0.42;7660.15;0;0;90;1;1.12;321.55;4.2
Município;315150;Piumhi;3530;19;0.54;10175.55;0;0;69;2;2.99;198.9;1.95
Município;315160;Planura;1633;7;0.43;13459.16;0;0;37;0;0;304.95;2.27
Município;315170;Poço Fundo;1277;21;1.67;7605.26;0;0;6;0;0;35.73;0.47
Município;315180;Poços de Caldas;11845;0;0;7075.99;0;0;397;2;0.51;237.16;3.35
Município;315190;Pocrane;666;6;0.91;7898.48;0;0;8;0;0;94.88;1.2
Município;315200;Pompéu;3247;10;0.31;10206.84;0;0;43;0;0;135.17;1.32
Município;315210;Ponte Nova;6263;16;0.26;10483.41;0;0;191;-1;-0.52;319.71;3.05
Município;315213;Ponto Chique;255;0;0;5984.51;0;0;13;0;0;305.09;5.1
Município;315217;Ponto dos Volantes;415;3;0.73;3423.81;0;0;15;0;0;123.75;3.61
Município;315220;Porteirinha;2029;0;0;5352.71;0;0;49;0;0;129.27;2.41
Município;315230;Porto Firme;736;7;0.96;6525.4;0;0;10;0;0;88.66;1.36
Município;315240;Poté;934;30;3.32;5641.8;0;0;17;0;0;102.69;1.82
Município;315250;Pouso Alegre;20300;98;0.49;13467.16;0;0;383;3;0.79;254.08;1.89
Município;315260;Pouso Alto;787;4;0.51;13249.16;0;0;24;0;0;404.04;3.05
Município;315270;Prados;766;0;0;8481.9;0;0;16;0;0;177.17;2.09
Município;315280;Prata;2871;0;0;10306.58;0;0;97;0;0;348.22;3.38
Município;315290;Pratápolis;548;1;0.18;6369.87;0;0;24;0;0;278.97;4.38
Município;315300;Pratinha;280;0;0;7771.3;0;0;2;0;0;55.51;0.71
Município;315310;Presidente Bernardes;228;0;0;4246.6;0;0;8;0;0;149;3.51
Município;315320;Presidente Juscelino;147;0;0;4037.35;0;0;5;0;0;137.32;3.4
Município;315330;Presidente Kubitschek;171;0;0;5696.2;0;0;3;0;0;99.93;1.75
Município;315340;Presidente Olegário;900;16;1.81;4598.17;0;0;30;0;0;153.27;3.33
Município;315360;Prudente de Morais;542;0;0;5049.85;0;0;17;0;0;158.39;3.14
Município;315370;Quartel Geral;134;5;3.88;3760.88;0;0;2;0;0;56.13;1.49
Município;315380;Queluzito;109;0;0;5621.45;0;0;4;0;0;206.29;3.67
Município;315390;Raposos;2021;0;0;12357.83;0;0;36;0;0;220.13;1.78
Município;315400;Raul Soares;2233;4;0.18;9397.36;0;0;53;0;0;223.05;2.37
Município;315410;Recreio;610;9;1.5;5800.13;0;0;14;0;0;133.12;2.3
Município;315415;Reduto;361;7;1.98;5046.13;0;0;5;0;0;69.89;1.39
Município;315420;Resende Costa;632;2;0.32;5495.65;0;0;14;0;0;121.74;2.22
Município;315430;Resplendor;1860;0;0;10691.5;0;0;43;1;2.38;247.17;2.31
Município;315440;Ressaquinha;288;0;0;5990.02;0;0;10;0;0;207.99;3.47
Município;315445;Riachinho;445;1;0.23;5469.52;0;0;7;0;0;86.04;1.57
Município;315450;Riacho dos Machados;347;0;0;3659.95;0;0;5;0;0;52.74;1.44
Município;315460;Ribeirão das Neves;17184;22;0.13;5131.73;0;0;630;11;1.78;188.14;3.67
Município;315470;Ribeirão Vermelho;365;2;0.55;9050.33;0;0;8;0;0;198.36;2.19
Município;315480;Rio Acima;1017;0;0;9862.3;0;0;32;0;0;310.32;3.15
Município;315490;Rio Casca;1022;3;0.29;7534.65;0;0;37;0;0;272.78;3.62
Município;315500;Rio Doce;277;0;0;10613.03;0;0;8;0;0;306.51;2.89
Município;315510;Rio do Prado;325;0;0;6310.68;0;0;3;0;0;58.25;0.92
Município;315520;Rio Espera;280;3;1.08;5115.09;0;0;10;0;0;182.68;3.57
Município;315530;Rio Manso;448;4;0.9;7681.76;0;0;11;0;0;188.61;2.46
Município;315540;Rio Novo;453;1;0.22;5062.02;0;0;17;0;0;189.97;3.75
Município;315550;Rio Paranaíba;1574;1;0.06;12783.24;0;0;26;0;0;211.16;1.65
Município;315560;Rio Pardo de Minas;1112;0;0;3597.08;0;0;5;0;0;16.17;0.45
Município;315570;Rio Piracicaba;1520;10;0.66;10600.46;0;0;25;0;0;174.35;1.64
Município;315580;Rio Pomba;1095;0;0;6113.9;0;0;31;0;0;173.09;2.83
Município;315590;Rio Preto;374;0;0;6829.8;0;0;2;0;0;36.52;0.53
Município;315600;Rio Vermelho;237;17;7.73;1844.93;0;0;3;0;0;23.35;1.27
Município;315610;Ritápolis;249;0;0;5408.34;0;0;11;0;0;238.92;4.42
Município;315620;Rochedo de Minas;216;-1;-0.46;9370.93;0;0;4;0;0;173.54;1.85
Município;315630;Rodeiro;901;0;0;11111.11;0;0;16;0;0;197.31;1.78
Município;315640;Romaria;344;0;0;9736.77;0;0;7;0;0;198.13;2.03
Município;315645;Rosário da Limeira;213;1;0.47;4636.48;0;0;3;0;0;65.3;1.41
Município;315650;Rubelita;118;0;0;1968.31;0;0;1;0;0;16.68;0.85
Município;315660;Rubim;916;5;0.55;8944.44;0;0;22;0;0;214.82;2.4
Município;315670;Sabará;5295;12;0.23;3883.56;0;0;193;2;1.05;141.55;3.64
Município;315680;Sabinópolis;602;5;0.84;3891.4;0;0;18;0;0;116.35;2.99
Município;315690;Sacramento;2411;8;0.33;9207.56;0;0;53;1;1.92;202.41;2.2
Município;315700;Salinas;2891;0;0;6961.74;0;0;42;0;0;101.14;1.45
Município;315710;Salto da Divisa;425;0;0;6063.63;0;0;18;0;0;256.81;4.24
Município;315720;Santa Bárbara;2862;7;0.25;9136.76;0;0;33;0;0;105.35;1.15
Município;315725;Santa Bárbara do Leste;624;3;0.48;7659.26;0;0;23;0;0;282.31;3.69
Município;315727;Santa Bárbara do Monte Verde;163;0;0;5174.6;0;0;7;0;0;222.22;4.29
Município;315730;Santa Bárbara do Tugúrio;154;0;0;3476.3;0;0;2;0;0;45.15;1.3
Município;315733;Santa Cruz de Minas;734;3;0.41;8530.92;0;0;21;0;0;244.07;2.86
Município;315737;Santa Cruz de Salinas;45;0;0;1086.43;0;0;2;0;0;48.29;4.44
Município;315740;Santa Cruz do Escalvado;428;0;0;8995.38;0;0;8;0;0;168.14;1.87
Município;315750;Santa Efigênia de Minas;365;3;0.83;8278.52;0;0;9;0;0;204.13;2.47
Município;315760;Santa Fé de Minas;234;0;0;6084.24;0;0;2;0;0;52;0.85
Município;315765;Santa Helena de Minas;486;0;0;7634.31;0;0;6;0;0;94.25;1.23
Município;315770;Santa Juliana;1071;1;0.09;7648.36;0;0;44;0;0;314.22;4.11
Município;315780;Santa Luzia;8101;24;0.3;3696.82;0;0;423;3;0.71;193.03;5.22
Município;315790;Santa Margarida;999;14;1.42;6163.62;0;0;23;0;0;141.91;2.3
Município;315800;Santa Maria de Itabira;880;7;0.8;8112.84;0;0;33;0;0;304.23;3.75
Município;315810;Santa Maria do Salto;606;0;0;11582.57;0;0;18;0;0;344.04;2.97
Município;315820;Santa Maria do Suaçuí;895;4;0.45;6123.85;0;0;16;-1;-5.88;109.48;1.79
Município;315830;Santana da Vargem;546;2;0.37;7690.14;0;0;9;0;0;126.76;1.65
Município;315840;Santana de Cataguases;584;1;0.17;15082.64;0;0;2;0;0;51.65;0.34
Município;315850;Santana de Pirapama;552;0;0;7223.24;0;0;20;0;0;261.71;3.62
Município;315860;Santana do Deserto;323;0;0;8123.74;0;0;10;0;0;251.51;3.1
Município;315870;Santana do Garambéu;42;2;5;1708.71;0;0;2;0;0;81.37;4.76
Município;315880;Santana do Jacaré;262;0;0;5434.56;0;0;10;0;0;207.43;3.82
Município;315890;Santana do Manhuaçu;780;5;0.65;8992.39;0;0;10;0;0;115.29;1.28
Município;315895;Santana do Paraíso;6379;28;0.44;18402.91;0;0;100;3;3.09;288.49;1.57
Município;315900;Santana do Riacho;349;1;0.29;8125.73;0;0;3;0;0;69.85;0.86
Município;315910;Santana dos Montes;111;0;0;2938.84;0;0;0;0;0;0;0
Município;315920;Santa Rita de Caldas;869;0;0;9710.58;0;0;34;0;0;379.93;3.91
Município;315940;Santa Rita de Ibitipoca;38;1;2.7;1109.49;0;0;2;0;0;58.39;5.26
Município;315930;Santa Rita de Jacutinga;284;2;0.71;5814.91;0;0;8;0;0;163.8;2.82
Município;315935;Santa Rita de Minas;742;0;0;10288.41;0;0;14;0;0;194.12;1.89
Município;315950;Santa Rita do Itueto;851;4;0.47;15503.73;0;0;5;0;0;91.09;0.59
Município;315960;Santa Rita do Sapucaí;3211;0;0;7422.56;0;0;53;0;0;122.52;1.65
Município;315970;Santa Rosa da Serra;152;0;0;4537.31;0;0;2;0;0;59.7;1.32
Município;315980;Santa Vitória;2167;17;0.79;10976.6;0;0;26;0;0;131.7;1.2
Município;315990;Santo Antônio do Amparo;1074;4;0.37;5797.57;0;0;17;1;6.25;91.77;1.58
