Abrangência;Localidade;Localidade;Casos Confirmados - Acumulado;Casos Confirmados - Novos;Casos Confirmados - Incremento;Casos Confirmados - Incidência*;Casos Confirmados - Em acompanhamento;Casos Confirmados - Recuperados;Óbitos Confirmados - Acumulado;Óbitos Confirmados - Novos;Óbitos Confirmados - Incremento;Óbitos Confirmados - Mortalidade*;Óbitos Confirmados - Letalidade
Município;240840;Olho-d'Água do Borges;912;0;0;21418.51;0;0;6;0;0;140.91;0.66
Município;240850;Ouro Branco;506;2;0.4;10515.38;0;0;4;0;0;83.13;0.79
Município;240860;Paraná;504;0;0;11847.67;0;0;2;0;0;47.01;0.4
Município;240870;Paraú;626;1;0.16;16613.59;0;0;10;0;0;265.39;1.6
Município;240880;Parazinho;481;5;1.05;9184.65;0;0;9;0;0;171.85;1.87
Município;240890;Parelhas;2592;2;0.08;12068.72;0;0;28;0;0;130.37;1.08
Município;240325;Parnamirim;28460;81;0.29;10884.66;0;0;481;2;0.42;183.96;1.69
Município;240910;Passa e Fica;1128;0;0;8495.9;0;0;6;0;0;45.19;0.53
Município;240920;Passagem;312;0;0;10100.36;0;0;3;0;0;97.12;0.96
Município;240930;Patu;1625;1;0.06;12740.1;0;0;26;0;0;203.84;1.6
Município;240940;Pau dos Ferros;4221;8;0.19;13887.61;0;0;28;0;0;92.12;0.66
Município;240950;Pedra Grande;551;0;0;17021.93;0;0;4;0;0;123.57;0.73
Município;240960;Pedra Preta;171;1;0.59;6956.88;0;0;0;0;0;0;0
Município;240970;Pedro Avelino;344;2;0.58;5122.1;0;0;4;0;0;59.56;1.16
Município;240980;Pedro Velho;826;5;0.61;5578.82;0;0;8;0;0;54.03;0.97
Município;240990;Pendências;1215;12;1;8030.93;0;0;34;0;0;224.73;2.8
Município;241000;Pilões;320;1;0.31;8337.68;0;0;3;0;0;78.17;0.94
Município;241010;Poço Branco;885;1;0.11;5741.91;0;0;15;0;0;97.32;1.69
Município;241020;Portalegre;664;0;0;8440.32;0;0;16;0;0;203.38;2.41
Município;241025;Porto do Mangue;408;0;0;6338.36;0;0;8;0;0;124.28;1.96
Município;241030;Presidente Juscelino;652;1;0.15;6272.25;0;0;14;0;0;134.68;2.15
Município;241040;Pureza;465;0;0;4833.18;0;0;13;0;0;135.12;2.8
Município;241050;Rafael Fernandes;497;0;0;9748.92;0;0;4;0;0;78.46;0.8
Município;241060;Rafael Godeiro;513;0;0;16026.24;0;0;1;0;0;31.24;0.19
Município;241070;Riacho da Cruz;292;0;0;8158.7;0;0;8;0;0;223.53;2.74
Município;241080;Riacho de Santana;253;0;0;6018.08;0;0;1;0;0;23.79;0.4
Município;241090;Riachuelo;629;0;0;7738.68;0;0;12;0;0;147.64;1.91
Município;240895;Rio do Fogo;459;0;0;4231.19;0;0;10;0;0;92.18;2.18
Município;241100;Rodolfo Fernandes;396;0;0;8865.01;0;0;11;0;0;246.25;2.78
Município;241110;Ruy Barbosa;102;0;0;2833.33;0;0;1;0;0;27.78;0.98
Município;241120;Santa Cruz;4629;22;0.48;11667.59;0;0;69;0;0;173.92;1.49
Município;240933;Santa Maria;402;0;0;7241.94;0;0;13;0;0;234.19;3.23
Município;241140;Santana do Matos;832;1;0.12;6504.57;0;0;14;1;7.69;109.45;1.68
Município;241142;Santana do Seridó;299;0;0;11156.72;0;0;0;0;0;0;0
Município;241150;Santo Antônio;2079;5;0.24;8613.69;0;0;52;0;0;215.45;2.5
Município;241160;São Bento do Norte;263;10;3.95;9574.08;0;0;2;0;0;72.81;0.76
Município;241170;São Bento do Trairí;236;1;0.43;5304.56;0;0;3;0;0;67.43;1.27
Município;241180;São Fernando;457;2;0.44;12751.12;0;0;5;0;0;139.51;1.09
Município;241190;São Francisco do Oeste;313;0;0;7403.03;0;0;4;0;0;94.61;1.28
Município;241200;São Gonçalo do Amarante;7905;5;0.06;7719.73;0;0;207;0;0;202.15;2.62
Município;241210;São João do Sabugi;770;0;0;12433.39;0;0;7;0;0;113.03;0.91
Município;241220;São José de Mipibu;4467;21;0.47;10175.63;0;0;67;0;0;152.62;1.5
Município;241230;São José do Campestre;1038;22;2.17;8074.05;0;0;26;0;0;202.24;2.5
Município;241240;São José do Seridó;440;0;0;9495.04;0;0;2;0;0;43.16;0.45
Município;241250;São Miguel;2486;2;0.08;10570.18;0;0;38;1;2.7;161.57;1.53
Município;241255;São Miguel do Gostoso;697;1;0.14;6778.84;0;0;17;0;0;165.34;2.44
Município;241260;São Paulo do Potengi;1392;6;0.43;7918.54;0;0;40;0;0;227.54;2.87
Município;241270;São Pedro;450;0;0;7536.43;0;0;12;0;0;200.97;2.67
Município;241280;São Rafael;901;5;0.56;10985.13;0;0;16;0;0;195.07;1.78
Município;241290;São Tomé;1060;10;0.95;9588.42;0;0;20;0;0;180.91;1.89
Município;241300;São Vicente;704;0;0;10958.9;0;0;3;0;0;46.7;0.43
Município;241310;Senador Elói de Souza;311;3;0.97;5110.09;0;0;4;0;0;65.72;1.29
Município;241320;Senador Georgino Avelino;264;0;0;5945.95;0;0;5;0;0;112.61;1.89
Município;241330;Serra de São Bento;190;0;0;3297.47;0;0;3;0;0;52.07;1.58
Município;241335;Serra do Mel;690;0;0;5779.86;0;0;17;0;0;142.4;2.46
Município;241340;Serra Negra do Norte;1314;0;0;16266.4;0;0;16;0;0;198.07;1.22
Município;241350;Serrinha;631;1;0.16;10130.04;0;0;11;0;0;176.59;1.74
Município;241355;Serrinha dos Pintos;567;0;0;11812.5;0;0;2;0;0;41.67;0.35
Município;241360;Severiano Melo;747;0;0;30614.75;0;0;13;0;0;532.79;1.74
Município;241370;Sítio Novo;275;2;0.73;4980.08;0;0;8;0;0;144.88;2.91
Município;241380;Taboleiro Grande;223;2;0.9;8690.57;0;0;5;0;0;194.86;2.24
Município;241390;Taipu;699;2;0.29;5692.65;0;0;16;0;0;130.3;2.29
Município;241400;Tangará;629;1;0.16;3999.49;0;0;14;0;0;89.02;2.23
Município;241410;Tenente Ananias;1136;0;0;10532.17;0;0;22;0;0;203.97;1.94
Município;241415;Tenente Laurentino Cruz;726;2;0.28;12197.58;0;0;4;0;0;67.2;0.55
Município;241105;Tibau;691;10;1.47;16829.03;0;0;12;0;0;292.26;1.74
Município;241420;Tibau do Sul;1751;4;0.23;12348.38;0;0;11;0;0;77.57;0.63
Município;241430;Timbaúba dos Batistas;326;0;0;13504.56;0;0;2;0;0;82.85;0.61
Município;241440;Touros;1276;1;0.08;3833.33;0;0;30;0;0;90.13;2.35
Município;241445;Triunfo Potiguar;361;3;0.84;11152.3;0;0;2;0;0;61.79;0.55
Município;241450;Umarizal;1472;0;0;13946;0;0;17;0;0;161.06;1.15
Município;241460;Upanema;1208;6;0.5;8240.67;0;0;18;1;5.88;122.79;1.49
Município;241470;Várzea;348;1;0.29;6327.27;0;0;10;0;0;181.82;2.87
Município;241475;Venha-Ver;300;2;0.67;7182.19;0;0;5;0;0;119.7;1.67
Município;241480;Vera Cruz;1045;0;0;8372.73;0;0;15;0;0;120.18;1.44
Município;241490;Viçosa;371;-1;-0.27;21594.88;0;0;3;0;0;174.62;0.81
Município;241500;Vila Flor;235;2;0.86;7413.25;0;0;2;0;0;63.09;0.85
Unidade da Federação;25;PB;389713;2.002;0.52;9698.87;0;0;8.522;23;0.27;212.09;2.19
Município;250010;Água Branca;1057;12;1.15;10328.32;0;0;13;0;0;127.03;1.23
Município;250020;Aguiar;497;2;0.4;8812.06;0;0;5;0;0;88.65;1.01
Município;250030;Alagoa Grande;3934;12;0.31;13805.45;0;0;69;0;0;242.14;1.75
Município;250040;Alagoa Nova;1051;6;0.57;5041.01;0;0;18;0;0;86.34;1.71
Município;250050;Alagoinha;1975;1;0.05;13631.03;0;0;24;0;0;165.64;1.22
Município;250053;Alcantil;487;7;1.46;8867.44;0;0;6;0;0;109.25;1.23
Município;250057;Algodão de Jandaíra;199;6;3.11;7752.24;0;0;1;0;0;38.96;0.5
Município;250060;Alhandra;2246;16;0.72;11466.2;0;0;35;0;0;178.68;1.56
Município;250073;Amparo;164;0;0;7327.97;0;0;4;0;0;178.73;2.44
Município;250077;Aparecida;914;2;0.22;10950.04;0;0;13;0;0;155.74;1.42
Município;250080;Araçagi;1441;5;0.35;8482.96;0;0;19;0;0;111.85;1.32
Município;250090;Arara;968;3;0.31;7186.34;0;0;28;1;3.7;207.87;2.89
Município;250100;Araruna;648;0;0;3190.23;0;0;16;0;0;78.77;2.47
Município;250110;Areia;1613;8;0.5;7068.67;0;0;27;0;0;118.32;1.67
Município;250115;Areia de Baraúnas;190;1;0.53;8928.57;0;0;4;0;0;187.97;2.11
Município;250120;Areial;347;0;0;4958.56;0;0;10;0;0;142.9;2.88
Município;250130;Aroeiras;1625;14;0.87;8484.31;0;0;10;0;0;52.21;0.62
Município;250135;Assunção;396;1;0.25;9924.81;0;0;5;0;0;125.31;1.26
Município;250140;Baía da Traição;1290;0;0;14344.49;0;0;12;0;0;133.44;0.93
Município;250150;Bananeiras;1414;2;0.14;6632.89;0;0;25;0;0;117.27;1.77
Município;250153;Baraúna;673;5;0.75;13757.15;0;0;9;0;0;183.97;1.34
Município;250157;Barra de Santana;516;1;0.19;6172.99;0;0;6;0;0;71.78;1.16
Município;250160;Barra de Santa Rosa;1607;1;0.06;10445.92;0;0;12;0;0;78;0.75
Município;250170;Barra de São Miguel;537;2;0.37;8896.62;0;0;6;0;0;99.4;1.12
Município;250180;Bayeux;7197;33;0.46;7428.78;0;0;231;0;0;238.44;3.21
Município;250190;Belém;2133;8;0.38;12067.21;0;0;44;0;0;248.93;2.06
Município;250200;Belém do Brejo do Cruz;510;2;0.39;6946.34;0;0;5;0;0;68.1;0.98
Município;250205;Bernardino Batista;271;1;0.37;7740.65;0;0;0;0;0;0;0
Município;250210;Boa Ventura;506;21;4.33;9429.74;0;0;8;0;0;149.09;1.58
Município;250215;Boa Vista;767;4;0.52;10877.89;0;0;13;0;0;184.37;1.69
Município;250220;Bom Jesus;160;0;0;6247.56;0;0;3;0;0;117.14;1.88
Município;250230;Bom Sucesso;455;7;1.56;9145.73;0;0;4;0;0;80.4;0.88
Município;250240;Bonito de Santa Fé;453;1;0.22;3801.29;0;0;11;0;0;92.31;2.43
Município;250250;Boqueirão;1841;3;0.16;10340.37;0;0;36;0;0;202.2;1.96
Município;250270;Borborema;385;0;0;7315.22;0;0;13;0;0;247.01;3.38
Município;250280;Brejo do Cruz;1697;13;0.77;12016.71;0;0;21;0;0;148.7;1.24
Município;250290;Brejo dos Santos;688;8;1.18;10668.32;0;0;7;0;0;108.54;1.02
Município;250300;Caaporã;1928;6;0.31;8832.69;0;0;32;0;0;146.6;1.66
Município;250310;Cabaceiras;381;1;0.26;6790.23;0;0;3;0;0;53.47;0.79
Município;250320;Cabedelo;8814;31;0.35;13012.28;0;0;191;0;0;281.98;2.17
Município;250330;Cachoeira dos Índios;827;2;0.24;8073.02;0;0;14;0;0;136.67;1.69
Município;250340;Cacimba de Areia;53;0;0;1439.44;0;0;4;0;0;108.64;7.55
Município;250350;Cacimba de Dentro;1144;0;0;6656.19;0;0;33;0;0;192.01;2.88
Município;250355;Cacimbas;233;1;0.43;3248.29;0;0;8;1;14.29;111.53;3.43
Município;250360;Caiçara;765;1;0.13;10623.52;0;0;14;0;0;194.42;1.83
Município;250370;Cajazeiras;8976;3;0.03;14479.05;0;0;140;0;0;225.83;1.56
Município;250375;Cajazeirinhas;168;0;0;5261.51;0;0;1;0;0;31.32;0.6
Município;250380;Caldas Brandão;558;1;0.18;9278.35;0;0;9;0;0;149.65;1.61
Município;250390;Camalaú;433;0;0;7201.06;0;0;6;0;0;99.78;1.39
Município;250400;Campina Grande;35971;319;0.89;8779.17;0;0;999;2;0.2;243.82;2.78
Município;251640;Campo de Santana;362;2;0.56;3317.75;0;0;8;0;0;73.32;2.21
Município;250403;Capim;232;0;0;3556.65;0;0;10;0;0;153.3;4.31
Município;250407;Caraúbas;257;1;0.39;6174.92;0;0;6;0;0;144.16;2.33
Município;250410;Carrapateira;437;1;0.23;16434.75;0;0;5;0;0;188.04;1.14
Município;250415;Casserengue;942;0;0;12613.82;0;0;17;0;0;227.64;1.8
Município;250420;Catingueira;291;-3;-1.02;5900.24;0;0;10;0;0;202.76;3.44
Município;250430;Catolé do Rocha;4193;30;0.72;13726.84;0;0;55;0;0;180.06;1.31
Município;250435;Caturité;365;4;1.11;7522.67;0;0;5;0;0;103.05;1.37
Município;250440;Conceição;869;0;0;4578.02;0;0;22;0;0;115.9;2.53
Município;250450;Condado;516;2;0.39;7754.73;0;0;10;0;0;150.29;1.94
Município;250460;Conde;2501;8;0.32;10137.82;0;0;41;0;0;166.19;1.64
Município;250470;Congo;421;-1;-0.24;8796.49;0;0;12;0;0;250.73;2.85
Município;250480;Coremas;1632;4;0.25;10566.53;0;0;32;0;0;207.19;1.96
Município;250485;Coxixola;105;0;0;5465.9;0;0;4;0;0;208.22;3.81
Município;250490;Cruz do Espírito Santo;1044;2;0.19;6028.06;0;0;28;0;0;161.67;2.68
Município;250500;Cubati;424;3;0.71;5437.99;0;0;11;1;10;141.08;2.59
Município;250510;Cuité;1740;3;0.17;8555.41;0;0;21;0;0;103.25;1.21
Município;250523;Cuité de Mamanguape;310;1;0.32;4879.58;0;0;14;0;0;220.37;4.52
Município;250520;Cuitegi;897;5;0.56;13185.36;0;0;24;0;0;352.79;2.68
Município;250527;Curral de Cima;412;1;0.24;7882.15;0;0;4;0;0;76.53;0.97
Município;250530;Curral Velho;390;5;1.3;15500.79;0;0;1;0;0;39.75;0.26
Município;250535;Damião;488;3;0.62;9155.72;0;0;4;0;0;75.05;0.82
Município;250540;Desterro;590;9;1.55;7111;0;0;8;0;0;96.42;1.36
Município;250560;Diamante;563;0;0;8592.8;0;0;9;0;0;137.36;1.6
Município;250570;Dona Inês;612;5;0.82;5854.78;0;0;17;0;0;162.63;2.78
Município;250580;Duas Estradas;461;1;0.22;12819.8;0;0;15;1;7.14;417.13;3.25
Município;250590;Emas;134;4;3.08;3804.66;0;0;5;0;0;141.96;3.73
Município;250600;Esperança;5080;25;0.49;15390.67;0;0;84;0;0;254.49;1.65
Município;250610;Fagundes;563;5;0.9;5003.11;0;0;12;0;0;106.64;2.13
Município;250620;Frei Martinho;320;0;0;10705.92;0;0;6;0;0;200.74;1.88
Município;250625;Gado Bravo;652;6;0.93;7840.31;0;0;9;0;0;108.23;1.38
Município;250630;Guarabira;9316;38;0.41;15834.65;0;0;140;0;0;237.96;1.5
Município;250640;Gurinhém;877;2;0.23;6207.09;0;0;16;0;0;113.24;1.82
Município;250650;Gurjão;198;0;0;5775.96;0;0;7;0;0;204.2;3.54
Município;250660;Ibiara;685;7;1.03;11553.38;0;0;5;0;0;84.33;0.73
Município;250260;Igaracy;372;0;0;6081.41;0;0;5;0;0;81.74;1.34
Município;250670;Imaculada;344;1;0.29;2910.57;0;0;11;0;0;93.07;3.2
Município;250680;Ingá;2836;11;0.39;15665.91;0;0;43;0;0;237.53;1.52
Município;250690;Itabaiana;3054;7;0.23;12477.02;0;0;81;0;0;330.92;2.65
Município;250700;Itaporanga;2606;44;1.72;10554.03;0;0;28;0;0;113.4;1.07
Município;250710;Itapororoca;2173;8;0.37;11642.73;0;0;26;2;8.33;139.31;1.2
Município;250720;Itatuba;977;12;1.24;8912.61;0;0;17;0;0;155.08;1.74
Município;250730;Jacaraú;982;5;0.51;6804.8;0;0;29;0;0;200.96;2.95
Município;250740;Jericó;639;3;0.47;8256.88;0;0;12;0;0;155.06;1.88
Município;250750;João Pessoa;98108;537;0.55;12126.85;0;0;2.760;6;0.22;341.16;2.81
Município;250760;Juarez Távora;935;2;0.21;11781.75;0;0;12;0;0;151.21;1.28
Município;250770;Juazeirinho;620;3;0.49;3412.03;0;0;13;0;0;71.54;2.1
Município;250780;Junco do Seridó;503;-1;-0.2;7034.97;0;0;8;0;0;111.89;1.59
Município;250790;Juripiranga;1395;5;0.36;12969.51;0;0;31;0;0;288.21;2.22
Município;250800;Juru;754;1;0.13;7641.63;0;0;13;0;0;131.75;1.72
Município;250810;Lagoa;178;0;0;3814.83;0;0;3;0;0;64.29;1.69
Município;250820;Lagoa de Dentro;886;5;0.57;11478.17;0;0;7;0;0;90.69;0.79
Município;250830;Lagoa Seca;2343;27;1.17;8519.07;0;0;40;0;0;145.44;1.71
Município;250840;Lastro;429;6;1.42;15674.1;0;0;4;0;0;146.15;0.93
Município;250850;Livramento;776;2;0.26;10694.6;0;0;5;0;0;68.91;0.64
Município;250855;Logradouro;385;2;0.52;8887.35;0;0;9;0;0;207.76;2.34
Município;250860;Lucena;987;2;0.2;7545.87;0;0;19;0;0;145.26;1.93
Município;250870;Mãe d'Água;265;0;0;6610.13;0;0;6;0;0;149.66;2.26
Município;250880;Malta;401;1;0.25;6963.01;0;0;10;0;0;173.64;2.49
Município;250890;Mamanguape;4695;8;0.17;10460.76;0;0;73;2;2.82;162.65;1.55
Município;250900;Manaíra;403;1;0.25;3678.69;0;0;6;0;0;54.77;1.49
Município;250905;Marcação;875;0;0;10224.35;0;0;10;0;0;116.85;1.14
Município;250910;Mari;2129;1;0.05;9749.51;0;0;38;0;0;174.02;1.78
Município;250915;Marizópolis;363;1;0.28;5485.87;0;0;12;0;0;181.35;3.31
Município;250920;Massaranduba;1127;4;0.36;8097.43;0;0;25;0;0;179.62;2.22
Município;250930;Mataraca;463;1;0.22;5489.68;0;0;13;0;0;154.14;2.81
Município;250933;Matinhas;183;2;1.1;4066.67;0;0;5;0;0;111.11;2.73
Município;250937;Mato Grosso;94;0;0;3232.46;0;0;1;0;0;34.39;1.06
Município;250939;Maturéia;473;0;0;7200.49;0;0;11;0;0;167.45;2.33
Município;250940;Mogeiro;1093;0;0;8227.94;0;0;16;0;0;120.45;1.46
Município;250950;Montadas;316;1;0.32;5574.18;0;0;5;0;0;88.2;1.58
Município;250960;Monte Horebe;518;-1;-0.19;10755.81;0;0;6;0;0;124.58;1.16
Município;250970;Monteiro;4170;21;0.51;12551.92;0;0;65;0;0;195.65;1.56
Município;250980;Mulungu;874;17;1.98;8826.5;0;0;20;0;0;201.98;2.29
Município;250990;Natuba;319;1;0.31;3051.46;0;0;6;0;0;57.39;1.88
Município;251000;Nazarezinho;513;1;0.2;7026.43;0;0;14;0;0;191.75;2.73
Município;251010;Nova Floresta;973;3;0.31;9146.46;0;0;16;0;0;150.4;1.64
Município;251020;Nova Olinda;339;1;0.3;5698.44;0;0;8;0;0;134.48;2.36
Município;251030;Nova Palmeira;555;0;0;11312.68;0;0;4;0;0;81.53;0.72
Município;251040;Olho d'Água;329;0;0;5041.37;0;0;7;0;0;107.26;2.13
Município;251050;Olivedos;291;0;0;7400.81;0;0;4;0;0;101.73;1.37
Município;251060;Ouro Velho;283;2;0.71;9312.27;0;0;2;0;0;65.81;0.71
Município;251065;Parari;192;8;4.35;10841.33;0;0;1;0;0;56.47;0.52
Município;251070;Passagem;139;0;0;5746.18;0;0;1;0;0;41.34;0.72
Município;251080;Patos;12891;124;0.97;11979.93;0;0;235;2;0.86;218.39;1.82
Município;251090;Paulista;1229;4;0.33;9953.83;0;0;11;0;0;89.09;0.9
Município;251100;Pedra Branca;410;-1;-0.24;10786.64;0;0;3;0;0;78.93;0.73
Município;251110;Pedra Lavrada;266;4;1.53;3391.56;0;0;1;0;0;12.75;0.38
Município;251120;Pedras de Fogo;2465;5;0.2;8661.89;0;0;56;0;0;196.78;2.27
Município;251272;Pedro Régis;289;3;1.05;4746.26;0;0;7;0;0;114.96;2.42
Município;251130;Piancó;2176;35;1.63;13536.55;0;0;30;0;0;186.63;1.38
Município;251140;Picuí;1830;5;0.27;9784.53;0;0;39;0;0;208.52;2.13
Município;251150;Pilar;1127;0;0;9457.08;0;0;28;0;0;234.96;2.48
Município;251160;Pilões;220;1;0.46;3315.75;0;0;8;1;14.29;120.57;3.64
Município;251170;Pilõezinhos;653;1;0.15;13122.99;0;0;11;0;0;221.06;1.68
Município;251180;Pirpirituba;680;1;0.15;6427.83;0;0;15;0;0;141.79;2.21
Município;251190;Pitimbu;1584;3;0.19;8308.42;0;0;20;0;0;104.9;1.26
Município;251200;Pocinhos;1225;7;0.57;6598.79;0;0;20;0;0;107.74;1.63
Município;251203;Poço Dantas;191;3;1.6;4912.55;0;0;4;0;0;102.88;2.09
Município;251207;Poço de José de Moura;247;1;0.41;5734.85;0;0;3;0;0;69.65;1.21
Município;251210;Pombal;5318;9;0.17;16212.92;0;0;74;0;0;225.6;1.39
Município;251220;Prata;303;2;0.66;7198.86;0;0;5;0;0;118.79;1.65
Município;251230;Princesa Isabel;2003;12;0.6;8580;0;0;50;0;0;214.18;2.5
Município;251240;Puxinanã;730;4;0.55;5336.26;0;0;7;0;0;51.17;0.96
Município;251250;Queimadas;3488;43;1.25;7933.22;0;0;74;1;1.37;168.31;2.12
Município;251260;Quixabá;87;0;0;4447.85;0;0;2;0;0;102.25;2.3
Município;251270;Remígio;1233;5;0.41;6284.08;0;0;23;0;0;117.22;1.87
Município;251274;Riachão;199;1;0.51;5546.27;0;0;4;0;0;111.48;2.01
Município;251275;Riachão do Bacamarte;447;2;0.45;9887.19;0;0;0;0;0;0;0
Município;251276;Riachão do Poço;257;1;0.39;5699.71;0;0;5;0;0;110.89;1.95
Município;251278;Riacho de Santo Antônio;122;1;0.83;6262.83;0;0;4;0;0;205.34;3.28
Município;251280;Riacho dos Cavalos;734;0;0;8608.96;0;0;16;0;0;187.66;2.18
Município;251290;Rio Tinto;2417;0;0;9997.52;0;0;51;0;0;210.95;2.11
Município;251300;Salgadinho;168;5;3.07;4324.32;0;0;1;0;0;25.74;0.6
Município;251310;Salgado de São Félix;772;2;0.26;6359.14;0;0;12;0;0;98.85;1.55
Município;251315;Santa Cecília;369;0;0;5626.72;0;0;2;0;0;30.5;0.54
Município;251320;Santa Cruz;330;5;1.54;5012.91;0;0;7;0;0;106.33;2.12
Município;251330;Santa Helena;531;11;2.12;9016.81;0;0;13;0;0;220.75;2.45
Município;251335;Santa Inês;131;0;0;3643.95;0;0;7;0;0;194.71;5.34
Município;251340;Santa Luzia;1975;13;0.66;12839.68;0;0;24;0;0;156.03;1.22
Município;251350;Santana de Mangueira;370;3;0.82;7167.76;0;0;4;0;0;77.49;1.08
Município;251360;Santana dos Garrotes;428;5;1.18;6087.33;0;0;9;0;0;128;2.1
Município;251365;Santarém;98;0;0;3717.75;0;0;2;0;0;75.87;2.04
Município;251370;Santa Rita;8758;24;0.27;6412.08;0;0;317;0;0;232.09;3.62
Município;251380;Santa Teresinha;209;0;0;4570.3;0;0;12;0;0;262.41;5.74
Município;251385;Santo André;355;1;0.28;14081.71;0;0;3;0;0;119;0.85
Município;251392;São Bentinho;417;3;0.72;9207.33;0;0;6;0;0;132.48;1.44
Município;251390;São Bento;5492;6;0.11;16138.23;0;0;65;0;0;191;1.18
Município;251396;São Domingos de Pombal;321;2;0.63;10445.82;0;0;1;0;0;32.54;0.31
Município;251394;São Domingos do Cariri;180;1;0.56;6883.37;0;0;5;0;0;191.2;2.78
Município;251398;São Francisco;193;1;0.52;5689.86;0;0;4;0;0;117.92;2.07
Município;251400;São João do Cariri;406;0;0;9668.97;0;0;3;0;0;71.45;0.74
Município;250070;São João do Rio do Peixe;1246;0;0;6909.17;0;0;29;0;0;160.81;2.33
Município;251410;São João do Tigre;204;1;0.49;4613.3;0;0;5;0;0;113.07;2.45
Município;251420;São José da Lagoa Tapada;992;1;0.1;13001.31;0;0;8;1;14.29;104.85;0.81
Município;251430;São José de Caiana;382;-1;-0.26;6007.23;0;0;10;0;0;157.26;2.62
Município;251440;São José de Espinharas;442;0;0;9440.41;0;0;6;0;0;128.15;1.36
Município;251450;São José de Piranhas;2021;8;0.4;9979.75;0;0;42;0;0;207.4;2.08
Município;251455;São José de Princesa;212;0;0;5296.03;0;0;1;0;0;24.98;0.47
Município;251460;São José do Bonfim;129;2;1.57;3626.65;0;0;6;0;0;168.68;4.65
Município;251465;São José do Brejo do Cruz;178;0;0;9883.4;0;0;1;0;0;55.52;0.56
Município;251470;São José do Sabugi;673;0;0;16252.11;0;0;6;0;0;144.89;0.89
Município;251480;São José dos Cordeiros;94;0;0;2590.96;0;0;6;0;0;165.38;6.38
Município;251445;São José dos Ramos;451;2;0.45;7570.92;0;0;6;0;0;100.72;1.33
Município;251490;São Mamede;741;14;1.93;9593.47;0;0;31;0;0;401.35;4.18
Município;251500;São Miguel de Taipu;542;3;0.56;7356.13;0;0;10;0;0;135.72;1.85
Município;251510;São Sebastião de Lagoa de Roça;963;5;0.52;8258.3;0;0;21;0;0;180.09;2.18
Município;251520;São Sebastião do Umbuzeiro;235;2;0.86;6735.45;0;0;5;0;0;143.31;2.13
Município;251530;Sapé;3053;19;0.63;5801.43;0;0;108;1;0.93;205.23;3.54
Município;251540;Seridó;402;3;0.75;3730.86;0;0;3;0;0;27.84;0.75
Município;251550;Serra Branca;953;0;0;6956.71;0;0;33;0;0;240.89;3.46
Município;251560;Serra da Raiz;516;2;0.39;16391.36;0;0;4;0;0;127.06;0.78
Município;251570;Serra Grande;216;0;0;7425.23;0;0;6;0;0;206.26;2.78
Município;251580;Serra Redonda;560;4;0.72;7953.42;0;0;10;0;0;142.03;1.79
Município;251590;Serraria;620;1;0.16;10165.6;0;0;10;0;0;163.96;1.61
Município;251593;Sertãozinho;620;1;0.16;12340.76;0;0;7;1;16.67;139.33;1.13
Município;251597;Sobrado;509;3;0.59;6539.89;0;0;9;0;0;115.64;1.77
Município;251600;Solânea;3704;10;0.27;14026.58;0;0;50;0;0;189.34;1.35
Município;251610;Soledade;1102;7;0.64;7352.06;0;0;13;0;0;86.73;1.18
Município;251615;Sossêgo;265;5;1.92;7454.29;0;0;3;0;0;84.39;1.13
Município;251620;Sousa;6964;11;0.16;10028.22;0;0;127;0;0;182.88;1.82
Município;251630;Sumé;2553;9;0.35;15047.74;0;0;40;0;0;235.77;1.57
Município;251650;Taperoá;712;9;1.28;4630.59;0;0;16;0;0;104.06;2.25
Município;251660;Tavares;883;1;0.11;5996.2;0;0;17;0;0;115.44;1.93
Município;251670;Teixeira;846;3;0.36;5580.11;0;0;34;0;0;224.26;4.02
Município;251675;Tenório;98;0;0;3204.71;0;0;2;0;0;65.4;2.04
Município;251680;Triunfo;962;9;0.94;10174.51;0;0;20;0;0;211.53;2.08
Município;251690;Uiraúna;653;7;1.08;4284.21;0;0;26;0;0;170.58;3.98
Município;251700;Umbuzeiro;421;0;0;4249.52;0;0;11;0;0;111.03;2.61
Município;251710;Várzea;107;1;0.94;3807.83;0;0;1;0;0;35.59;0.93
Município;251720;Vieirópolis;204;0;0;3814.51;0;0;4;0;0;74.79;1.96
Município;250550;Vista Serrana;174;0;0;4581.36;0;0;6;0;0;157.98;3.45
Município;251740;Zabelê;148;1;0.68;6607.14;0;0;1;0;0;44.64;0.68
Unidade da Federação;26;PE;545690;1.410;0.26;5709.8;0;0;17.526;39;0.22;183.38;3.21
Município;260005;Abreu e Lima;3094;10;0.32;3094.31;0;0;226;3;1.35;226.02;7.3
Município;260010;Afogados da Ingazeira;4985;-5;-0.1;13379.32;0;0;69;0;0;185.19;1.38
Município;260020;Afrânio;892;5;0.56;4542.91;0;0;14;0;0;71.3;1.57
Município;260030;Agrestina;1667;3;0.18;6698.81;0;0;61;0;0;245.13;3.66
Município;260040;Água Preta;1468;15;1.03;3992.28;0;0;59;0;0;160.45;4.02
Município;260050;Águas Belas;1600;1;0.06;3682.99;0;0;34;0;0;78.26;2.12
Município;260060;Alagoinha;1221;3;0.25;8342.44;0;0;25;0;0;170.81;2.05
Município;260070;Aliança;635;0;0;1654.25;0;0;60;1;1.69;156.31;9.45
Município;260080;Altinho;1266;1;0.08;5511.06;0;0;24;0;0;104.48;1.9
